FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0506.1.NRF1	2.2227e-12	4.6010e-10	36	18	2	49	66.67%	3.92%	ASPHD2,MFNG,FAM211B,LARGE,HPS4,UBE2L3,PDXP,PANX2,BCR,PPM1F,DRG1,CABIN1,TOB2,TRABD,TEF,TTLL12,SDF2L1,GGA1,GUCD1,MCAT,PATZ1,TSPO,CYTH4,ELFN2,SELO,SNRPD3,HIC2,TRIOBP,ZDHHC8P1,GGT1,SRRD,TUBGCP6,CES5AP1
MA0162.2.EGR1	8.5621e-11	8.8618e-09	50	4	17	34	92.59%	33.33%	ASPHD2,MFNG,FAM211B,LIMK2,LARGE,HPS4,UBE2L3,PANX2,BCR,PPM1F,DRG1,CABIN1,TOB2,TRABD,TEF,MIAT,SUSD2,TTLL12,SDF2L1,GGA1,GUCD1,MCAT,PATZ1,ACO2,TSPO,CYTH4,ELFN2,SELO,SNRPD3,HIC2,TRIOBP,ZDHHC8P1,GGT1,SRRD,TUBGCP6,CES5AP1
MA0024.2.E2F1	1.5701e-10	1.0834e-08	36	18	4	47	66.67%	7.84%	ASPHD2,LIMK2,LARGE,HPS4,UBE2L3,PDXP,PANX2,BCR,PPM1F,CABIN1,TOB2,TRABD,TEF,SUSD2,TTLL12,SDF2L1,GGA1,GUCD1,MCAT,PATZ1,TSPO,CYTH4,ELFN2,SELO,SNRPD3,HIC2,TRIOBP,ZDHHC8P1,SRRD,TUBGCP6,CES5AP1
MA0039.2.Klf4	5.0377e-10	2.0856e-08	49	5	17	34	90.74%	33.33%	ASPHD2,MFNG,FAM211B,LIMK2,LARGE,UBE2L3,PDXP,PANX2,BCR,PPM1F,DRG1,CABIN1,TOB2,TRABD,TEF,MIAT,SUSD2,TTLL12,SDF2L1,GGA1,GUCD1,MCAT,PATZ1,TSPO,CYTH4,ELFN2,SELO,SNRPD3,HIC2,TRIOBP,ZDHHC8P1,GGT1,TUBGCP6,CES5AP1
MA0146.2.Zfx	5.0377e-10	2.0856e-08	49	5	17	34	90.74%	33.33%	ASPHD2,MFNG,FAM211B,LIMK2,LARGE,UBE2L3,PDXP,PANX2,BCR,PPM1F,CABIN1,TOB2,TRABD,TEF,MIAT,SUSD2,TTLL12,SDF2L1,GGA1,GUCD1,MCAT,PATZ1,TSPO,CYTH4,ELFN2,SELO,SNRPD3,HIC2,TRIOBP,ZDHHC8P1,GGT1,TUBGCP6,CES5AP1
MA0139.1.CTCF	1.3196e-09	3.8460e-08	46	8	14	37	85.19%	27.45%	ASPHD2,MFNG,FAM211B,LIMK2,LARGE,UBE2L3,PDXP,PANX2,BCR,PPM1F,CABIN1,TOB2,TRABD,TEF,MIAT,SUSD2,TTLL12,SDF2L1,GGA1,GUCD1,PATZ1,TSPO,CYTH4,ELFN2,SELO,SNRPD3,TRIOBP,ZDHHC8P1,GGT1,TUBGCP6,CES5AP1
MA0469.1.E2F3	1.3196e-09	3.8460e-08	46	8	14	37	85.19%	27.45%	ASPHD2,MFNG,LIMK2,LARGE,HPS4,UBE2L3,PDXP,PANX2,BCR,PPM1F,DRG1,CABIN1,TOB2,TRABD,TEF,MIAT,SUSD2,TTLL12,GGA1,GUCD1,MCAT,PATZ1,TSPO,CYTH4,ELFN2,SELO,SNRPD3,HIC2,TRIOBP,ZDHHC8P1,SRRD,TUBGCP6,CES5AP1
MA0470.1.E2F4	1.4864e-09	3.8460e-08	34	20	4	47	62.96%	7.84%	ASPHD2,MFNG,LIMK2,LARGE,UBE2L3,PDXP,PANX2,BCR,PPM1F,DRG1,HIC2,TOB2,TRABD,TEF,MIAT,SUSD2,TTLL12,GGA1,GUCD1,MCAT,PATZ1,TSPO,CYTH4,ELFN2,SELO,SNRPD3,TRIOBP,ZDHHC8P1,TUBGCP6,CES5AP1
MA0472.1.EGR2	3.4960e-09	8.0409e-08	47	7	16	35	87.04%	31.37%	ASPHD2,MFNG,FAM211B,LIMK2,LARGE,UBE2L3,PANX2,BCR,PPM1F,DRG1,CABIN1,TOB2,TRABD,TEF,MIAT,SUSD2,TTLL12,SDF2L1,GGA1,GUCD1,MCAT,PATZ1,TSPO,CYTH4,ELFN2,SELO,SNRPD3,HIC2,TRIOBP,ZDHHC8P1,GGT1,TUBGCP6,CES5AP1
MA0516.1.SP2	4.3936e-09	9.0947e-08	51	3	22	29	94.44%	43.14%	ASPHD2,MFNG,FAM211B,LIMK2,LARGE,HPS4,UBE2L3,PDXP,PANX2,BCR,PPM1F,DRG1,CABIN1,TOB2,TRABD,TEF,MIAT,SUSD2,TTLL12,SDF2L1,GGA1,GUCD1,MCAT,PATZ1,ACO2,TSPO,CYTH4,ELFN2,SELO,SNRPD3,HIC2,TRIOBP,ZDHHC8P1,GGT1,SRRD,TUBGCP6,CES5AP1
